video_id,true_class,pred_class,prob_fake,prob_real,num_frames,correct
fake_043_110,fake,fake,0.9998441934585571,0.00015588216774631292,50,True
fake_044_945,fake,fake,0.9673658013343811,0.03263409063220024,34,True
fake_045_889,fake,fake,1.0,5.93317672770155e-10,35,True
fake_046_904,fake,fake,0.9997255206108093,0.000274555291980505,51,True
fake_047_862,fake,fake,0.9956060647964478,0.004393960349261761,32,True
fake_048_029,fake,fake,0.9998438954353333,0.00015631325368303806,49,True
fake_049_946,fake,fake,0.9999997615814209,1.926844390709448e-07,36,True
fake_050_059,fake,fake,0.9999464750289917,5.3423929784912616e-05,53,True
fake_051_332,fake,fake,0.9999983310699463,1.6537828742002603e-06,72,True
fake_052_108,fake,fake,0.9999443888664246,5.567197877098806e-05,33,True
fake_053_095,fake,fake,0.9155704975128174,0.08442959934473038,42,True
fake_054_071,fake,fake,1.0,1.5452666923820857e-09,37,True
fake_055_147,fake,fake,0.9999917149543762,8.404965228692163e-06,40,True
fake_056_996,fake,fake,0.9654752612113953,0.03452464938163757,38,True
fake_057_070,fake,fake,0.9999645352363586,3.5455926990834996e-05,44,True
fake_058_039,fake,fake,0.9997357130050659,0.0002643797779455781,67,True
fake_059_050,fake,fake,0.999965488910675,3.464313704171218e-05,73,True
fake_060_088,fake,fake,0.9945818781852722,0.005418126005679369,85,True
fake_061_080,fake,fake,0.5225441455841064,0.47745585441589355,34,True
fake_062_066,fake,fake,0.9744948744773865,0.025505004450678825,43,True
fake_063_041,fake,fake,0.9999808073043823,1.929758036567364e-05,93,True
fake_064_991,fake,fake,0.9999990463256836,9.799391591513995e-07,41,True
fake_065_089,fake,fake,0.999932587146759,6.749381282133982e-05,45,True
fake_066_062,fake,fake,0.9908868670463562,0.009113287553191185,44,True
fake_067_025,fake,fake,0.9942138195037842,0.005786302499473095,54,True
fake_068_028,fake,fake,0.9978708624839783,0.00212931539863348,41,True
fake_069_961,fake,fake,0.9999851584434509,1.49442748806905e-05,78,True
fake_070_057,fake,fake,0.993915855884552,0.006084174383431673,37,True
fake_071_054,fake,fake,0.9999101161956787,8.985580643638968e-05,46,True
fake_072_037,fake,fake,0.9995317459106445,0.0004682251892518252,32,True
fake_073_024,fake,fake,0.999966025352478,3.405064853723161e-05,71,True
fake_074_825,fake,fake,0.9998666048049927,0.00013342496822588146,35,True
fake_075_977,fake,fake,0.9999983310699463,1.6217824168052175e-06,62,True
fake_076_079,fake,fake,0.9999898076057434,1.0115311852132436e-05,33,True
fake_077_100,fake,fake,0.9994421601295471,0.0005580473225563765,62,True
fake_078_955,fake,fake,0.9999101161956787,8.981484279502183e-05,53,True
fake_079_076,fake,fake,0.9920821189880371,0.007917982526123524,43,True
fake_080_061,fake,fake,0.9957765936851501,0.004223325755447149,49,True
fake_081_087,fake,fake,0.9999997019767761,3.7913557093816053e-07,117,True
fake_082_103,fake,fake,1.0,3.558294281447161e-08,32,True
fake_083_213,fake,fake,0.9997668266296387,0.00023323539062403142,55,True
fake_084_042,fake,fake,0.9240166544914246,0.07598323374986649,38,True
fake_085_124,fake,fake,0.9999973177909851,2.762656549748499e-06,33,True
fake_086_090,fake,fake,0.9991612434387207,0.0008388395654037595,94,True
fake_087_081,fake,fake,0.9920276999473572,0.00797231961041689,31,True
fake_088_060,fake,fake,0.9952384829521179,0.0047614797949790955,67,True
fake_089_065,fake,fake,0.9999979734420776,2.0180386854917742e-06,76,True
fake_090_086,fake,fake,0.9999634027481079,3.658880086732097e-05,69,True
fake_091_116,fake,fake,0.992548942565918,0.007451266050338745,64,True
fake_092_098,fake,fake,0.9999953508377075,4.94554797114688e-06,46,True
fake_093_121,fake,fake,0.9851323366165161,0.014867630787193775,31,True
fake_094_111,fake,fake,0.9531279802322388,0.046872008591890335,56,True
fake_095_053,fake,fake,0.9770628213882446,0.02293737605214119,101,True
fake_096_101,fake,fake,0.9989935755729675,0.0010066389804705977,51,True
fake_097_033,fake,fake,0.9912578463554382,0.00874203909188509,48,True
fake_098_092,fake,fake,0.9810430407524109,0.018956994637846947,30,True
fake_099_295,fake,fake,0.9999945759773254,5.4206557251745835e-06,62,True
fake_100_077,fake,fake,0.998632550239563,0.0013676758389919996,43,True
fake_101_096,fake,fake,0.9892707467079163,0.010729504749178886,115,True
fake_102_114,fake,fake,0.9999488592147827,5.1162689487682655e-05,39,True
fake_103_082,fake,fake,0.9715905785560608,0.0284094400703907,60,True
fake_104_126,fake,fake,0.9992844462394714,0.0007154812337830663,47,True
fake_105_180,fake,fake,0.9767799973487854,0.023219984024763107,30,True
fake_106_198,fake,fake,0.9999983906745911,1.6312108073179843e-06,36,True
fake_107_109,fake,fake,0.999149739742279,0.0008502224227413535,56,True
fake_108_052,fake,fake,0.9988348484039307,0.0011650786036625504,30,True
fake_109_107,fake,fake,0.9984200596809387,0.0015799023676663637,30,True
fake_110_043,fake,fake,0.9993971586227417,0.0006029233336448669,57,True
fake_111_094,fake,fake,0.9987560510635376,0.0012437995756044984,44,True
fake_112_892,fake,fake,0.999905526638031,9.448367200093344e-05,42,True
fake_113_983,fake,fake,0.9999973177909851,2.7265334665571572e-06,85,True
fake_114_102,fake,fake,0.9999622106552124,3.8286940252874047e-05,127,True
fake_115_939,fake,fake,0.8032631278038025,0.1967368870973587,32,True
fake_116_091,fake,fake,0.9998364448547363,0.00016348475764971226,33,True
fake_117_217,fake,fake,0.9840946793556213,0.015905560925602913,55,True
fake_118_120,fake,fake,0.999932587146759,6.74695911584422e-05,36,True
fake_119_123,fake,fake,0.9999046325683594,9.537287405692041e-05,51,True
fake_120_118,fake,fake,0.9999989867210388,1.0534248531257617e-06,41,True
fake_121_093,fake,fake,0.9999567270278931,4.33706991316285e-05,56,True
fake_122_144,fake,fake,0.9999976754188538,2.4179796582757263e-06,31,True
fake_123_119,fake,fake,0.9892496466636658,0.01075020618736744,52,True
fake_124_085,fake,fake,0.8671698570251465,0.13283011317253113,32,True
fake_125_038,fake,fake,0.9999991655349731,9.105538651965617e-07,50,True
fake_126_104,fake,fake,0.9999669194221497,3.311191176180728e-05,33,True
fake_127_129,fake,fake,0.9999805092811584,1.9567532945075072e-05,87,True
fake_128_896,fake,fake,0.9846997261047363,0.015300221741199493,68,True
fake_129_127,fake,fake,0.9483843445777893,0.05161573365330696,33,True
fake_130_139,fake,fake,0.9999993443489075,6.429142445085745e-07,67,True
fake_131_518,fake,fake,0.9998847246170044,0.00011521334090502933,31,True
fake_132_007,fake,fake,0.999980628490448,1.9496412278385833e-05,42,True
fake_133_148,fake,fake,0.9988841414451599,0.0011159133864566684,77,True
fake_134_192,fake,fake,0.99711674451828,0.0028832973912358284,35,True
fake_135_880,fake,fake,0.9999990463256836,8.723531550458574e-07,33,True
fake_136_285,fake,fake,0.9997606873512268,0.0002396415511611849,62,True
fake_137_165,fake,fake,0.9999958872795105,4.2575716179271694e-06,61,True
fake_138_142,fake,fake,0.9999976754188538,2.372331209699041e-06,41,True
fake_139_130,fake,fake,0.9999889731407166,1.10232349470607e-05,38,True
fake_140_143,fake,fake,0.9997179508209229,0.00028203913825564086,48,True
fake_141_161,fake,fake,0.9999372363090515,6.278532964643091e-05,51,True
fake_142_138,fake,fake,0.9987679719924927,0.00123212777543813,97,True
fake_143_140,fake,fake,0.9639370441436768,0.03606269881129265,42,True
fake_144_122,fake,fake,0.9999680519104004,3.190577626810409e-05,35,True
fake_145_299,fake,fake,0.998029887676239,0.0019702459685504436,48,True
fake_146_256,fake,fake,0.9996736645698547,0.0003263278922531754,101,True
fake_147_055,fake,fake,0.999557614326477,0.00044242010335437953,67,True
fake_148_133,fake,fake,0.9730233550071716,0.02697676606476307,48,True
fake_149_152,fake,fake,0.9994080066680908,0.0005919960676692426,37,True
fake_150_153,fake,fake,0.9929541945457458,0.0070458222180604935,46,True
fake_151_225,fake,fake,0.9990435838699341,0.0009563624626025558,35,True
fake_152_149,fake,fake,0.9999943971633911,5.56446047994541e-06,27,True
fake_153_150,fake,fake,0.9999744296073914,2.5720128178363666e-05,74,True
fake_154_386,fake,fake,0.9999958276748657,4.27119675805443e-06,60,True
fake_155_576,fake,fake,0.9879425168037415,0.012057499960064888,83,True
fake_156_243,fake,fake,0.9990123510360718,0.0009876583935692906,52,True
fake_157_245,fake,fake,0.999666690826416,0.00033334398176521063,49,True
fake_158_379,fake,fake,0.9774629473686218,0.02253722958266735,45,True
fake_159_175,fake,fake,0.9999634623527527,3.653515159385279e-05,33,True
fake_160_928,fake,fake,1.0,4.367300791841e-12,54,True
fake_161_141,fake,fake,0.9964346885681152,0.003565354971215129,37,True
fake_162_330,fake,fake,0.9990413784980774,0.0009589344263076782,69,True
fake_163_031,fake,fake,0.9978219866752625,0.0021780296228826046,31,True
fake_164_216,fake,fake,0.9997169971466064,0.0002831579477060586,103,True
fake_165_137,fake,fake,0.9862462282180786,0.013753761537373066,39,True
fake_166_167,fake,fake,0.9592248201370239,0.04077530279755592,76,True
fake_167_166,fake,fake,0.7784737348556519,0.2215263396501541,35,True
fake_168_222,fake,fake,0.9999776482582092,2.2353409804054536e-05,123,True
fake_169_227,fake,fake,0.9914531707763672,0.008546818979084492,65,True
fake_170_186,fake,fake,0.997303307056427,0.0026966992300003767,50,True
fake_171_173,fake,fake,0.9998326897621155,0.0001674117665970698,55,True
fake_172_582,fake,fake,0.9934307932853699,0.006569186691194773,76,True
fake_173_171,fake,fake,0.9535889029502869,0.04641110450029373,73,True
fake_174_964,fake,fake,0.9998742341995239,0.00012567112571559846,42,True
fake_175_159,fake,fake,0.9911389946937561,0.008860945701599121,51,True
fake_176_190,fake,fake,1.0,3.3011161804097355e-08,38,True
fake_177_211,fake,fake,0.9994996190071106,0.0005005011917091906,41,True
fake_178_598,fake,fake,0.9905461668968201,0.009453849866986275,53,True
fake_179_212,fake,fake,0.9983618855476379,0.0016384056070819497,126,True
fake_180_105,fake,fake,0.99807208776474,0.001927948440425098,57,True
fake_181_199,fake,fake,0.9999749064445496,2.5175357222906314e-05,48,True
fake_182_242,fake,fake,0.9982708096504211,0.0017293920973315835,62,True
fake_183_253,fake,fake,0.9717373847961426,0.028262533247470856,38,True
fake_184_205,fake,fake,0.9999998807907104,1.9783206539614184e-07,126,True
fake_185_276,fake,fake,1.0,6.180448153259022e-09,88,True
fake_186_170,fake,fake,0.9990477561950684,0.0009522606851533055,34,True
fake_187_234,fake,fake,0.9999781847000122,2.187936843256466e-05,98,True
fake_188_191,fake,fake,0.9999999403953552,9.068270401257905e-08,31,True
fake_189_200,fake,fake,0.9974138736724854,0.002586294896900654,52,True
fake_190_176,fake,fake,0.9275717735290527,0.07242832332849503,34,True
fake_191_188,fake,fake,0.9997052550315857,0.00029477945645339787,38,True
fake_192_134,fake,fake,1.0,2.890358885565547e-08,29,True
fake_193_030,fake,fake,0.973739743232727,0.026260215789079666,38,True
fake_194_235,fake,fake,0.999982476234436,1.764016633387655e-05,57,True
fake_195_442,fake,fake,0.9986812472343445,0.0013187986332923174,34,True
fake_196_310,fake,fake,0.999999463558197,5.024949132348411e-07,43,True
fake_197_224,fake,fake,0.999994695186615,5.403219347499544e-06,88,True
fake_198_106,fake,fake,0.9990875124931335,0.0009127127705141902,40,True
fake_199_181,fake,fake,0.888161838054657,0.11183816194534302,37,True
real_000,real,real,0.0010427685920149088,0.9989572763442993,40,True
real_001,real,real,7.566010026494041e-05,0.99992436170578,46,True
real_002,real,real,2.666977252374636e-06,0.9999973773956299,70,True
real_003,real,real,0.012748309411108494,0.9872518181800842,31,True
real_004,real,real,0.00825949851423502,0.9917405843734741,31,True
real_005,real,real,0.015465390868484974,0.9845345616340637,39,True
real_006,real,real,0.0043893116526305676,0.9956106543540955,31,True
real_007,real,real,0.002675926312804222,0.9973241090774536,51,True
real_008,real,real,0.009045491926372051,0.990954577922821,64,True
real_009,real,real,0.0003100700560025871,0.999690055847168,59,True
real_010,real,real,6.345509007132932e-08,0.9999999403953552,48,True
real_011,real,real,2.6199694791940665e-18,1.0,64,True
real_012,real,real,0.0001224817242473364,0.9998776316642761,37,True
real_013,real,real,0.0003978616732638329,0.9996023774147034,34,True
real_014,real,real,1.1627519597823266e-05,0.9999884366989136,68,True
real_015,real,real,0.000758485693950206,0.9992415904998779,44,True
real_016,real,real,0.01028649415820837,0.9897136688232422,68,True
real_017,real,real,0.012113945558667183,0.9878859519958496,40,True
real_018,real,real,4.480022471398115e-05,0.9999552369117737,44,True
real_019,real,real,0.00689727021381259,0.9931026697158813,137,True
real_020,real,real,0.0007085574907250702,0.9992914199829102,39,True
real_021,real,real,0.00999115314334631,0.9900087714195251,44,True
real_022,real,real,3.5432913136901334e-05,0.9999646544456482,33,True
real_023,real,real,7.356108835665509e-05,0.9999265670776367,56,True
real_024,real,real,2.727699097704317e-07,0.9999998211860657,31,True
real_025,real,real,0.0006446416955441236,0.9993553757667542,75,True
real_026,real,real,0.00011684207856887951,0.999883234500885,33,True
real_027,real,real,0.00133161258418113,0.9986683130264282,27,True
real_028,real,real,0.00025444806669838727,0.9997456073760986,44,True
real_029,real,real,0.033529408276081085,0.9664705395698547,42,True
real_030,real,real,6.721226668560121e-07,0.9999992847442627,30,True
real_031,real,real,0.0005694167921319604,0.9994305968284607,49,True
real_032,real,real,5.164273716218304e-06,0.9999947547912598,31,True
real_033,real,real,0.011227583512663841,0.9887726306915283,81,True
real_034,real,real,0.001961820526048541,0.998038113117218,41,True
real_035,real,real,0.008327792398631573,0.9916720986366272,43,True
real_036,real,real,0.0006743832491338253,0.999325692653656,34,True
real_037,real,real,0.00045954008237458766,0.999540388584137,46,True
real_038,real,real,7.46967489249073e-05,0.999925434589386,31,True
real_039,real,real,0.0002891442272812128,0.9997109770774841,61,True
real_040,real,real,0.0009503414039500058,0.999049723148346,55,True
real_041,real,real,2.8277157980483025e-05,0.9999717473983765,35,True
real_042,real,real,6.730839231749997e-05,0.9999327063560486,34,True
real_043,real,real,1.0374039447924588e-05,0.9999897480010986,50,True
real_044,real,real,1.2100767321499006e-07,0.9999998807907104,34,True
real_045,real,real,6.574947474291548e-05,0.9999342560768127,35,True
real_046,real,real,2.1860099508330677e-08,1.0,51,True
real_047,real,real,0.004712922964245081,0.9952871799468994,32,True
real_048,real,real,8.898609848984051e-09,1.0,49,True
real_049,real,real,1.1146551459617626e-09,1.0,36,True
real_050,real,real,4.594252914102981e-06,0.9999954700469971,53,True
real_051,real,real,0.0007049349951557815,0.9992949962615967,72,True
real_052,real,real,2.839987246261444e-05,0.9999715685844421,33,True
real_053,real,real,0.020904505625367165,0.9790955781936646,42,True
real_054,real,real,8.190950211428571e-06,0.999991774559021,37,True
real_055,real,real,1.471952873544069e-05,0.9999853372573853,40,True
real_056,real,real,7.778990948281717e-06,0.9999921917915344,38,True
real_057,real,real,0.007890123873949051,0.9921098947525024,44,True
real_058,real,real,0.006002163514494896,0.9939979314804077,67,True
real_059,real,real,2.464036879246123e-05,0.9999755620956421,73,True
real_060,real,real,0.01200910285115242,0.9879910349845886,85,True
real_061,real,real,0.10725106298923492,0.8927489519119263,34,True
real_062,real,real,0.029736297205090523,0.970263659954071,43,True
real_063,real,real,0.0002316425379831344,0.9997684359550476,93,True
real_064,real,real,0.00012605689698830247,0.9998739361763,41,True
real_065,real,real,4.0775958041194826e-05,0.9999592304229736,45,True
real_066,real,real,0.012671622447669506,0.9873284697532654,44,True
real_067,real,real,0.0019173773471266031,0.9980826377868652,54,True
real_068,real,real,0.0014330791309475899,0.9985668659210205,41,True
real_069,real,real,0.0001501342630945146,0.9998498558998108,78,True
real_070,real,real,0.0008019117522053421,0.9991979598999023,37,True
real_071,real,real,0.00045344288810156286,0.9995467066764832,46,True
real_072,real,real,0.05785740911960602,0.9421426057815552,32,True
real_073,real,real,1.648285419264539e-08,1.0,71,True
real_074,real,real,2.7893229344044812e-05,0.9999721050262451,35,True
real_075,real,real,3.241739022996626e-06,0.9999967217445374,62,True
real_076,real,real,3.518103767419234e-05,0.9999648332595825,33,True
real_077,real,real,0.0021086197812110186,0.9978916049003601,62,True
real_078,real,real,5.227345241110015e-07,0.9999995231628418,53,True
real_079,real,real,2.198244374085334e-06,0.9999978542327881,43,True
real_080,real,real,0.001617513014934957,0.9983826279640198,49,True
real_081,real,real,5.601042630587472e-06,0.9999943971633911,117,True
real_082,real,real,1.0542064046603628e-05,0.9999895095825195,32,True
real_083,real,real,4.757279157274752e-07,0.9999995231628418,55,True
real_084,real,real,0.05485305190086365,0.9451469779014587,38,True
real_085,real,real,4.1099829672930355e-07,0.9999996423721313,33,True
real_086,real,real,8.682490442879498e-05,0.9999131560325623,94,True
real_087,real,real,0.014146408066153526,0.9858536720275879,31,True
real_088,real,real,0.0009058564901351929,0.9990942478179932,67,True
real_089,real,real,0.0001226626627612859,0.9998775124549866,76,True
real_090,real,real,9.912771048448121e-09,1.0,69,True
real_091,real,real,0.0004071892180945724,0.9995929002761841,64,True
real_092,real,real,3.857669526041718e-06,0.9999962449073792,46,True
real_093,real,real,0.015499717555940151,0.9845002293586731,31,True
real_094,real,real,0.013124941848218441,0.9868751168251038,56,True
real_095,real,real,0.038448940962553024,0.9615512490272522,101,True
real_096,real,real,0.008239848539233208,0.9917603135108948,51,True
real_097,real,real,0.00040316538070328534,0.9995967745780945,48,True
real_098,real,real,0.05113651975989342,0.9488635659217834,30,True
real_099,real,real,1.7909551388584077e-05,0.9999821186065674,62,True
real_100,real,real,1.2751361282425933e-05,0.9999872446060181,43,True
real_101,real,real,0.0003500291204545647,0.9996500015258789,115,True
real_102,real,real,5.782122752862051e-05,0.9999421238899231,39,True
real_103,real,real,0.001908681239001453,0.998091459274292,60,True
real_104,real,real,2.908592978201341e-05,0.9999708533287048,47,True
real_105,real,real,0.0815802663564682,0.9184197783470154,30,True
real_106,real,real,0.00029977745725773275,0.9997003078460693,36,True
real_107,real,real,0.00022085127420723438,0.9997791051864624,56,True
real_108,real,real,6.204717806213011e-07,0.9999993443489075,30,True
real_109,real,real,0.014412947930395603,0.9855870604515076,30,True
real_110,real,real,0.00018151418771594763,0.9998186230659485,57,True
real_111,real,real,0.013325667008757591,0.9866742491722107,44,True
real_112,real,real,0.023886924609541893,0.9761130213737488,42,True
real_113,real,real,4.9045432604089e-08,1.0,85,True
real_114,real,real,9.875038085738197e-05,0.9999014735221863,127,True
real_115,real,real,0.445655882358551,0.554344117641449,32,True
real_116,real,real,0.00047198799438774586,0.9995282292366028,33,True
real_117,real,real,3.8898680941201746e-05,0.9999610781669617,55,True
real_118,real,real,0.00021205728990025818,0.9997880458831787,36,True
real_119,real,real,0.00048119929851964116,0.9995188117027283,51,True
real_120,real,real,0.0008158191340044141,0.9991841912269592,41,True
real_121,real,real,2.7644384203995287e-07,0.9999997019767761,56,True
real_122,real,real,3.571295887597366e-14,1.0,31,True
real_123,real,real,0.004716326482594013,0.9952837228775024,52,True
real_124,real,real,0.34459224343299866,0.655407726764679,32,True
real_125,real,real,3.6084416024095844e-06,0.9999964833259583,50,True
real_126,real,real,0.00018789591558743268,0.9998122453689575,33,True
real_127,real,real,0.0006809238693676889,0.9993191361427307,87,True
real_128,real,real,0.003469181014224887,0.9965309500694275,66,True
real_129,real,real,3.32369381794706e-05,0.9999666810035706,33,True
real_130,real,real,0.00044947676360607147,0.9995505213737488,67,True
real_131,real,real,0.003777032718062401,0.996222972869873,31,True
real_132,real,real,5.6982029491337016e-05,0.9999430775642395,42,True
real_133,real,real,0.00181155139580369,0.9981885552406311,77,True
real_134,real,real,0.0026346067897975445,0.9973653554916382,35,True
real_135,real,real,1.883299766136659e-11,1.0,33,True
real_136,real,real,0.006586427800357342,0.9934133887290955,62,True
real_137,real,real,5.509346010512672e-07,0.9999995231628418,61,True
real_138,real,real,2.3220643925014883e-05,0.9999768137931824,41,True
real_139,real,real,0.00027890977798961103,0.9997210502624512,38,True
real_140,real,real,0.01930253393948078,0.980697512626648,34,True
real_141,real,real,2.2866050130687654e-05,0.9999772906303406,51,True
real_142,real,real,0.0011021584505215287,0.9988979697227478,97,True
real_143,real,real,0.001677017891779542,0.9983229637145996,42,True
real_144,real,real,0.0006058599101379514,0.9993941187858582,35,True
real_145,real,real,0.03217737004160881,0.9678225517272949,48,True
real_146,real,real,0.00010944209498120472,0.9998905658721924,101,True
real_147,real,real,1.1187558435210576e-08,1.0,67,True
real_148,real,real,0.003862667130306363,0.9961373805999756,48,True
real_149,real,real,0.002703700680285692,0.9972963929176331,37,True
real_150,real,real,0.0027123598847538233,0.9972876906394958,46,True
real_151,real,real,1.6718612434336844e-15,1.0,35,True
real_152,real,real,3.59446530637797e-05,0.9999641180038452,32,True
real_153,real,real,0.012102142907679081,0.9878979325294495,74,True
real_154,real,real,2.4465985916322097e-05,0.9999755024909973,60,True
real_155,real,real,0.012119240127503872,0.9878809452056885,83,True
real_156,real,real,0.01051454246044159,0.9894857406616211,52,True
real_157,real,real,0.0014233808033168316,0.9985766410827637,49,True
real_158,real,real,0.05829606205224991,0.9417040348052979,45,True
real_159,real,real,0.004242125432938337,0.9957578182220459,33,True
real_160,real,real,3.2987477224626083e-13,1.0,54,True
real_161,real,real,0.00021185311197768897,0.9997881054878235,37,True
real_162,real,real,0.00017968831525649875,0.9998202323913574,69,True
real_163,real,real,0.006008625030517578,0.9939913749694824,31,True
real_164,real,real,4.027250000149252e-08,1.0,103,True
real_165,real,real,0.046643372625112534,0.9533566236495972,39,True
real_166,real,real,0.0017710159299895167,0.9982288479804993,76,True
real_167,real,real,0.40003570914268494,0.5999641418457031,35,True
real_168,real,real,0.00015810567128937691,0.9998419284820557,123,True
real_169,real,real,1.6933330698520876e-05,0.9999830722808838,65,True
real_170,real,real,0.0007594513008370996,0.9992406368255615,50,True
real_171,real,real,0.025137554854154587,0.9748625159263611,52,True
real_172,real,real,0.0006038882420398295,0.9993961453437805,76,True
real_173,real,real,0.019347677007317543,0.9806522727012634,73,True
real_174,real,real,2.8284515792620368e-05,0.9999717473983765,42,True
real_175,real,real,0.04265537112951279,0.9573445916175842,51,True
real_176,real,real,5.3600977822920726e-12,1.0,38,True
real_177,real,real,0.02202559821307659,0.9779744148254395,41,True
real_178,real,real,0.00135418854188174,0.9986459016799927,53,True
real_179,real,real,2.7896630854229443e-06,0.9999972581863403,126,True
real_180,real,real,1.2788083949999418e-05,0.9999872446060181,57,True
real_181,real,real,3.996879604528658e-05,0.9999602437019348,48,True
real_182,real,real,0.0008394757169298828,0.9991605877876282,62,True
real_183,real,real,0.000998784089460969,0.999001145362854,39,True
real_184,real,real,2.1555704734055325e-05,0.9999786019325256,126,True
real_185,real,real,1.463516014155175e-06,0.9999986290931702,88,True
real_186,real,real,2.437808234390104e-06,0.999997615814209,34,True
real_187,real,real,0.0038616741076111794,0.9961382746696472,99,True
real_188,real,real,0.0005162616143934429,0.9994837641716003,31,True
real_189,real,real,0.014873354695737362,0.9851266145706177,52,True
real_190,real,real,0.02979365549981594,0.9702065587043762,34,True
real_191,real,real,6.933505574124865e-07,0.9999994039535522,38,True
real_192,real,real,5.031555727619264e-10,1.0,29,True
real_193,real,real,6.89449905166839e-07,0.9999992847442627,38,True
real_194,real,real,0.00013097857299726456,0.999869167804718,57,True
real_195,real,real,0.00026099791284650564,0.9997389316558838,34,True
real_196,real,real,8.929222531151026e-06,0.9999911189079285,42,True
real_197,real,real,0.00017332380230072886,0.9998267889022827,88,True
real_198,real,real,0.0034425300545990467,0.996557354927063,40,True
real_199,real,real,0.06301486492156982,0.9369851350784302,37,True
